id,ac_no,topic_id,title
30939,131,48,Flood protection works in Kalyanpur inspected by state cabinet delegation
30940,131,25,Voter turnout expected to touch record highs in Kalyanpur
30941,131,48,Flood protection works in Kalyanpur inspected by state cabinet delegation
30942,132,31,Flood protection works in Warisnagar inspected by state cabinet delegation
30943,132,31,Flood protection works in Warisnagar inspected by state cabinet delegation
30944,132,91,Welfare scheme execution becomes election issue in Warisnagar
30945,132,91,Welfare scheme execution becomes election issue in Warisnagar
30946,132,35,Voter turnout expected to touch record highs in Warisnagar
30947,132,67,Economic survey reports positive growth in Warisnagar assembly segment
30948,132,72,Independent candidates emerge as spoilers in Warisnagar triangular contest
30949,132,23,High stakes battle in Warisnagar as rival candidates file affidavits
30950,132,102,Women voters of Warisnagar demand better primary healthcare and clean water
30951,132,19,Political rally in Warisnagar draws massive crowds ahead of voting day
30952,132,67,Economic survey reports positive growth in Warisnagar assembly segment
30953,132,58,Bihar Elections 2025: Key issues dominate debates in Warisnagar
30954,132,91,Welfare scheme execution becomes election issue in Warisnagar
30955,132,19,Political rally in Warisnagar draws massive crowds ahead of voting day
30956,132,31,Flood protection works in Warisnagar inspected by state cabinet delegation
30957,132,67,Economic survey reports positive growth in Warisnagar assembly segment
30958,132,91,Welfare scheme execution becomes election issue in Warisnagar
30959,132,58,Bihar Elections 2025: Key issues dominate debates in Warisnagar
30960,132,58,Bihar Elections 2025: Key issues dominate debates in Warisnagar
30961,133,45,High stakes battle in Samastipur as rival candidates file affidavits
30962,133,-1,Bihar Elections 2025: Key issues dominate debates in Samastipur
30963,133,103,Economic survey reports positive growth in Samastipur assembly segment
30964,133,70,Voter turnout expected to touch record highs in Samastipur
30965,133,46,Flood protection works in Samastipur inspected by state cabinet delegation
30966,133,70,Voter turnout expected to touch record highs in Samastipur
30967,133,39,Welfare scheme execution becomes election issue in Samastipur
30968,133,46,Flood protection works in Samastipur inspected by state cabinet delegation
30969,133,39,Welfare scheme execution becomes election issue in Samastipur
30970,133,-1,Bihar Elections 2025: Key issues dominate debates in Samastipur
30971,133,46,Flood protection works in Samastipur inspected by state cabinet delegation
30972,133,70,Voter turnout expected to touch record highs in Samastipur
30973,133,63,Women voters of Samastipur demand better primary healthcare and clean water
30974,133,45,High stakes battle in Samastipur as rival candidates file affidavits
30975,133,70,Voter turnout expected to touch record highs in Samastipur
30976,133,45,High stakes battle in Samastipur as rival candidates file affidavits
30977,133,70,Voter turnout expected to touch record highs in Samastipur
30978,133,63,Women voters of Samastipur demand better primary healthcare and clean water
30979,133,45,High stakes battle in Samastipur as rival candidates file affidavits
30980,133,63,Women voters of Samastipur demand better primary healthcare and clean water
30981,133,69,Independent candidates emerge as spoilers in Samastipur triangular contest
30982,133,-1,Bihar Elections 2025: Key issues dominate debates in Samastipur
30983,133,70,Voter turnout expected to touch record highs in Samastipur
30984,133,27,Political rally in Samastipur draws massive crowds ahead of voting day
30985,133,39,Welfare scheme execution becomes election issue in Samastipur
30986,134,8,Bihar Elections 2025: Key issues dominate debates in Ujiarpur
30987,134,24,Welfare scheme execution becomes election issue in Ujiarpur
30988,134,73,High stakes battle in Ujiarpur as rival candidates file affidavits
30989,134,46,Flood protection works in Ujiarpur inspected by state cabinet delegation
30990,134,77,Women voters of Ujiarpur demand better primary healthcare and clean water
30991,134,77,Women voters of Ujiarpur demand better primary healthcare and clean water
30992,134,8,Bihar Elections 2025: Key issues dominate debates in Ujiarpur
30993,134,112,Independent candidates emerge as spoilers in Ujiarpur triangular contest
30994,134,8,Bihar Elections 2025: Key issues dominate debates in Ujiarpur
30995,134,44,Economic survey reports positive growth in Ujiarpur assembly segment
30996,134,112,Independent candidates emerge as spoilers in Ujiarpur triangular contest
30997,134,24,Welfare scheme execution becomes election issue in Ujiarpur
30998,134,73,High stakes battle in Ujiarpur as rival candidates file affidavits
30999,134,46,Flood protection works in Ujiarpur inspected by state cabinet delegation
31000,134,44,Economic survey reports positive growth in Ujiarpur assembly segment
31001,134,112,Independent candidates emerge as spoilers in Ujiarpur triangular contest
31002,134,75,Political rally in Ujiarpur draws massive crowds ahead of voting day
31003,134,24,Welfare scheme execution becomes election issue in Ujiarpur
31004,134,100,Voter turnout expected to touch record highs in Ujiarpur
31005,134,24,Welfare scheme execution becomes election issue in Ujiarpur
31006,134,8,Bihar Elections 2025: Key issues dominate debates in Ujiarpur
31007,134,24,Welfare scheme execution becomes election issue in Ujiarpur
31008,134,77,Women voters of Ujiarpur demand better primary healthcare and clean water
31009,135,141,Voter turnout expected to touch record highs in Morwa
31010,135,56,Welfare scheme execution becomes election issue in Morwa
31111,139,-1,Independent candidates emerge as spoilers in Rosera triangular contest
31112,139,141,Voter turnout expected to touch record highs in Rosera
31113,139,141,Voter turnout expected to touch record highs in Rosera
31114,139,-1,Independent candidates emerge as spoilers in Rosera triangular contest
31115,139,18,Welfare scheme execution becomes election issue in Rosera
31116,139,-1,Economic survey reports positive growth in Rosera assembly segment
31117,139,18,Welfare scheme execution becomes election issue in Rosera
31118,139,-1,Women voters of Rosera demand better primary healthcare and clean water
31119,139,128,High stakes battle in Rosera as rival candidates file affidavits
31120,139,-1,Bihar Elections 2025: Key issues dominate debates in Rosera
31029,136,8,Bihar Elections 2025: Key issues dominate debates in Sarairanjan
31030,136,8,Bihar Elections 2025: Key issues dominate debates in Sarairanjan
31031,136,38,Flood protection works in Sarairanjan inspected by state cabinet delegation
31032,136,8,Bihar Elections 2025: Key issues dominate debates in Sarairanjan
31033,136,120,High stakes battle in Sarairanjan as rival candidates file affidavits
31034,136,56,Welfare scheme execution becomes election issue in Sarairanjan
31035,136,-1,Political rally in Sarairanjan draws massive crowds ahead of voting day
31036,136,8,Bihar Elections 2025: Key issues dominate debates in Sarairanjan
31037,136,120,High stakes battle in Sarairanjan as rival candidates file affidavits
31038,136,120,High stakes battle in Sarairanjan as rival candidates file affidavits
31039,136,65,Independent candidates emerge as spoilers in Sarairanjan triangular contest
31040,136,122,Voter turnout expected to touch record highs in Sarairanjan
31041,136,65,Independent candidates emerge as spoilers in Sarairanjan triangular contest
31042,136,122,Voter turnout expected to touch record highs in Sarairanjan
31043,136,65,Independent candidates emerge as spoilers in Sarairanjan triangular contest
31044,136,42,Women voters of Sarairanjan demand better primary healthcare and clean water
31045,136,122,Voter turnout expected to touch record highs in Sarairanjan
31046,136,122,Voter turnout expected to touch record highs in Sarairanjan
31047,136,8,Bihar Elections 2025: Key issues dominate debates in Sarairanjan
31048,136,65,Independent candidates emerge as spoilers in Sarairanjan triangular contest
31049,136,120,High stakes battle in Sarairanjan as rival candidates file affidavits
31050,136,42,Women voters of Sarairanjan demand better primary healthcare and clean water
31051,136,122,Voter turnout expected to touch record highs in Sarairanjan
31052,136,65,Independent candidates emerge as spoilers in Sarairanjan triangular contest
31053,136,122,Voter turnout expected to touch record highs in Sarairanjan
31054,136,38,Flood protection works in Sarairanjan inspected by state cabinet delegation
31055,136,120,High stakes battle in Sarairanjan as rival candidates file affidavits
31056,136,38,Flood protection works in Sarairanjan inspected by state cabinet delegation
31057,137,35,Voter turnout expected to touch record highs in Mohiuddinnagar
31058,137,67,Economic survey reports positive growth in Mohiuddinnagar assembly segment
31059,137,23,High stakes battle in Mohiuddinnagar as rival candidates file affidavits
31060,137,67,Economic survey reports positive growth in Mohiuddinnagar assembly segment
31061,137,102,Women voters of Mohiuddinnagar demand better primary healthcare and clean water
31062,137,19,Political rally in Mohiuddinnagar draws massive crowds ahead of voting day
31063,137,31,Flood protection works in Mohiuddinnagar inspected by state cabinet delegation
